Timestamp,"How do you pronounce ""both""?",What city do you consider yourself to be from?,"What state, province, or official national region do you consider yourself to be from?",What country are you from?,What is your postal or zip code?,Do you have any comments?
5/14/2012 11:21:17,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,L3X 1Q7,
5/15/2012 12:48:13,"both: rhymes with oath and there is no ""L"" sound",Salt Lake City,UT,USA,84660,"I think I hear ""bolth"" fairly frequently in Utah."
5/15/2012 13:21:51,"both: rhymes with oath and there is no ""L"" sound",Milwaukee,Wisconsin,USA,11105,
5/20/2012 14:35:12,"both: rhymes with oath and there is no ""L"" sound",Wuerzburg,Frankonia,Germany,97070,
5/22/2012 12:56:13,"both: rhymes with oath and there is no ""L"" sound",San Diego,Calif,USA,92131,
5/22/2012 16:59:17,"both: rhymes with oath and there is no ""L"" sound","Pittsburgh, PA",Pennsylvania,U.S.A.,48336,"Current zip code in Michigan, speech most affected by 
growing up in Southwestern Pennsylvania (speech tends 
To be different than other parts of PA.)  Also lived 7 years in 
NW Florida and Southern Georgia, which did not seem 
To change how  ""both"" is pronounced."
5/23/2012 11:18:22,"both: rhymes with oath and there is no ""L"" sound",Erie,PA,US,16504,
5/24/2012 2:29:21,"both: rhymes with oath and there is no ""L"" sound",San Jose,California,United States,97217,
5/26/2012 7:11:20,"both: rhymes with oath and there is no ""L"" sound","Hartford, Boston, Warwick",Connecticut,United States of America,06109,
5/26/2012 17:55:30,"both: rhymes with oath and there is no ""L"" sound",London,Greater London,United Kingdom,CB24 5HD,"Although I am from London, I speak with an accent generally referred to as Received Pronunciation, not the more stereotypical London ones, such as Cockney (which would be 'boaf') or Jafrican ('boat')."
5/29/2012 8:24:28,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Nashville,Tennessee,United States,37174,
5/29/2012 11:17:06,"both: rhymes with oath and there is no ""L"" sound",n.y.c.,east,usa,33432,i never heard  anyone say bolth unless they had a lipth
5/29/2012 12:05:20,"both: rhymes with oath and there is no ""L"" sound",dublin,dublin,ireland,W4,
5/30/2012 0:30:35,"both: rhymes with oath and there is no ""L"" sound",Colombo,"Western, Christian",Sri Lanka,11300,"Wonder why this short survey. Anyway it's fun, pun and perhaps a time-kiler

Thanks."
5/31/2012 11:15:59,"both: rhymes with oath and there is no ""L"" sound",Las Vegas ,Nevada,Usa,89002,
6/4/2012 14:05:54,"both: rhymes with oath and there is no ""L"" sound",sioux falls,South Dakota,United States,20185,
6/4/2012 14:06:06,"both: rhymes with oath and there is no ""L"" sound",sioux falls,South Dakota,United States,20185,
6/4/2012 15:22:01,"both: rhymes with oath and there is no ""L"" sound",Gainesville,Florida,United States,10065,
6/4/2012 21:07:25,"both: rhymes with oath and there is no ""L"" sound","Adelaide, South Australia","Adelaide, South Australia",Australia,5031,"""Bowlth""?!?"
6/5/2012 6:55:31,"both: rhymes with oath and there is no ""L"" sound",Bombay,Maharashtra,India,400055,
6/5/2012 12:10:09,"both: rhymes with oath and there is no ""L"" sound",philadelphia,pennsylvania,us,23060,"Heard joke involving pronunciation of ""both"" as boaf in Southern US. 
Two little girls at photographer. Older one says to her sister, ""Stay still, he's fixin' to focus."" Younger one replied, ""Bofuss?"""
6/6/2012 6:28:28,"both: rhymes with oath and there is no ""L"" sound",Boston,MA,USA,01776,
6/7/2012 13:09:17,"both: rhymes with oath and there is no ""L"" sound",Tacoma,Washington,USA,99654,
6/9/2012 17:46:03,"both: rhymes with oath and there is no ""L"" sound",Atlanta,GA,USA,30360,
6/10/2012 12:16:44,"both: rhymes with oath and there is no ""L"" sound",Indianapolis,Indiana,United States of America,07086,
6/11/2012 2:32:03,"both: rhymes with oath and there is no ""L"" sound",Matara,Southern Province,Sri Lanka,8000,"Please let me know the final result
darshanaliyanage@gmail.com"
6/12/2012 15:35:53,"both: rhymes with oath and there is no ""L"" sound",Hartford ,Connecticut,United States,06040,
6/13/2012 17:05:52,"both: rhymes with oath and there is no ""L"" sound",Austin,Texas,US,78746,
6/16/2012 23:28:18,"both: rhymes with oath and there is no ""L"" sound",Brisbane ,Queensland,Australia,4520,Where do they put an 'l' in? I have travelled to most continents and have never heard it.
6/18/2012 7:38:52,"both: rhymes with oath and there is no ""L"" sound",Eau Claire,Wisconsin,USA,54739,
6/19/2012 14:47:50,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,K2L 1Z6,
6/19/2012 16:02:33,"both: rhymes with oath and there is no ""L"" sound","Wyckoff, NJ",New Jersey,USA,07481,
6/19/2012 16:15:34,"both: rhymes with oath and there is no ""L"" sound","Cleveland, OH","Ohio, USA",USA,07006,
6/19/2012 16:22:40,"both: rhymes with oath and there is no ""L"" sound","Livingston, NJ",Northeastern U.S.,U.S.,06268,
6/19/2012 16:38:30,"both: rhymes with oath and there is no ""L"" sound",Eastern seaboard,Maryland,Usa,21113,
6/19/2012 17:47:31,"both: rhymes with oath and there is no ""L"" sound","Grayling, MI",Michigan,USA,33625,"I never realized that anyone pronounced ""both"" in any way other than rhyming with ""oath."""
6/19/2012 18:16:00,"both: rhymes with oath and there is no ""L"" sound",New York,Ny,Us,11109,
6/19/2012 18:52:42,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Clarksville,Indiana,U.S.,46113,"I recently became aware of my mispronunciation of this word, much to my chagrin, and make a quasi-concerted effort to break the habit. 

I and my family grew up in Clarksville, which is the Indiana-based suburb of Louisville, KY. "
6/19/2012 19:44:49,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,California,USA,91504,
6/19/2012 20:32:32,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,California,U.S.,97381,
6/19/2012 22:17:21,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,PA,USA,06051,
6/20/2012 6:20:23,"both: rhymes with oath and there is no ""L"" sound",Seattle,The pacific northwest,USA ,98101,
6/20/2012 7:16:21,"both: rhymes with oath and there is no ""L"" sound","Lansing, MI",Michigan,USA,85603,Didn't know there were so many variants
6/20/2012 13:04:23,"both: rhymes with oath and there is no ""L"" sound",Oakland,CA,USA,94618,I've lived in New York City for the past 20 years.
6/20/2012 16:03:19,"both: rhymes with oath and there is no ""L"" sound",Louisville,Kentucky,USA,27529,
6/21/2012 8:05:27,"both: rhymes with oath and there is no ""L"" sound",Charlotte,NC,USA,27613,
6/21/2012 22:59:05,"both: rhymes with oath and there is no ""L"" sound",Bendigo,Victoria,Australia,3515,
6/21/2012 23:56:59,"both: rhymes with oath and there is no ""L"" sound",missoula,montana,usa,59803,
6/24/2012 23:15:29,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Huntington,Indiana,USA,19713,
6/27/2012 19:57:53,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Boston,MA,USA,02144,
7/1/2012 23:10:40,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Cleveland,Ohio,United States,44256,
7/2/2012 14:19:30,"both: rhymes with oath and there is no ""L"" sound",Salt Lake City,Utah,USA,84102,
7/3/2012 9:39:59,"both: rhymes with oath and there is no ""L"" sound",Portland,Oregon,United States,83705,
7/3/2012 11:46:11,"both: rhymes with oath and there is no ""L"" sound",Arlington ,Virginia,United States,22304,
7/4/2012 6:57:46,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,United States,60632,
7/4/2012 19:44:04,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Jacksonville, nc",North carolina ,USA,28607,
7/10/2012 12:37:35,"both: rhymes with oath and there is no ""L"" sound",Boston,Massachusetts,United States,05408,
7/10/2012 13:16:22,"both: rhymes with oath and there is no ""L"" sound",Brownsburg,Indiana,United States,78753,
7/13/2012 11:59:25,"both: rhymes with oath and there is no ""L"" sound",New York,New York,United States,11215,
7/16/2012 12:57:07,"both: rhymes with oath and there is no ""L"" sound",Seattle,West,Switzerland,98119,
7/16/2012 20:08:12,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Seattle,Wa,Usa,98826,
8/4/2012 11:10:30,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",canandaigua,new york,usa,14424,
8/22/2012 23:00:06,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",phoenix,california,usa,85396,
8/22/2012 23:01:10,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",phoenix,california,usa,85396,
9/8/2012 18:02:14,"both: rhymes with oath and there is no ""L"" sound",salt lake city,west,USA,666,
9/18/2012 1:04:34,"both: rhymes with oath and there is no ""L"" sound",oxford,MA,USA,01331,"I have never been to oxford, but it's influence on literature has been highly influential.

F and the TH blend are very similar, but I am perplexed as to why anyone would insert it into the word both,"
9/18/2012 14:10:11,"both: rhymes with oath and there is no ""L"" sound",London,London,England,SE3 1XX,
9/20/2012 9:24:42,"both: rhymes with oath and there is no ""L"" sound",Adelaide,"Adelaide Hills, South Australia",Australia,5241,
9/29/2012 17:29:29,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",North Babylon,New York,USA,11703,
10/8/2012 23:26:11,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Toronto,ontario,canada,l0m1g9Canada,
10/8/2012 23:26:42,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Toronto,ontario,canada,l0m1g9,
10/8/2012 23:26:48,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Toronto,ontario,canada,l0m1g9,
10/12/2012 13:16:12,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Yarmouth, MA",Massachusetts,USA,02673,"Early childhood in western CT, teens in MA, early adulthood in NY and OR, currently reside in TX.  My accent hasn't really changed much in all that time, so not sure how you'd code me. FWIW, Yarmouth, MA, which I identified as my hometown above, is not especially non-rhotic anymore, although I've seen old maps indicating it was in years past; hence, I never noticed any difference in speech between CT and MA while my accent was forming. Hope that helps."
10/13/2012 20:23:54,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,United States,60050,
10/24/2012 15:33:41,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",St. ,FL,USA,33710,I'm an English teacher and my students make fun of me incessantly for pronouncing it this way. 
10/26/2012 13:40:19,"both: rhymes with oath and there is no ""L"" sound",Long Island,New York,United States,11733,
10/26/2012 13:40:49,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Long Island,New York,USA,11733,
10/27/2012 20:51:01,"both: rhymes with oath and there is no ""L"" sound","Salem, OH",Ohio,USA,45036,"Even though I grew up in a rural farming community, where wash has an 'r' in it, Mom was raised in Pittsburgh, so I don't quite fit."
10/29/2012 0:58:43,"both: rhymes with oath and there is no ""L"" sound","Trenton, N.J.",PA,USA,50112,
10/29/2012 12:20:34,"both: rhymes with oath and there is no ""L"" sound",allentown,Pennsylvania,usa,18104,
11/12/2012 19:39:40,"boaf: rhymes with ""oaf"" or ""loaf""",Cleveland,Ohio,USA,91910,
11/16/2012 12:30:12,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Pewamo,Michigan,Us,48864,
11/28/2012 15:56:02,"both: rhymes with oath and there is no ""L"" sound",San Diego,California,USA,92116,
12/26/2012 13:49:20,"both: rhymes with oath and there is no ""L"" sound","Roswell, NM",New Mexico,USA,88203,
12/31/2012 17:46:41,"both: rhymes with oath and there is no ""L"" sound","houston, tx",texas,usa,77477,
1/1/2013 11:51:59,"both: rhymes with oath and there is no ""L"" sound",Austell,Georgia,United States of America,30106,
1/5/2013 12:31:12,"both: rhymes with oath and there is no ""L"" sound",Oslo originally,Oslo,Norway,S63 7TQ (in the UK),"I have never come across the ""bowlth"" version!  Here in the UK, pronouncing it ""boaf"" is considered 'uneducated'.  "
1/13/2013 18:32:10,"both: rhymes with oath and there is no ""L"" sound",Baltimore,Maryland,United States,21211,
1/16/2013 17:49:01,"both: rhymes with oath and there is no ""L"" sound",Albuquerque,NM,USA,87120,"What is the answer?
"
1/27/2013 20:35:09,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",North Richland Hills,Texas,United States,76180,
2/3/2013 13:28:06,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Austin,TX,United States,78745,
2/26/2013 12:37:13,"both: rhymes with oath and there is no ""L"" sound",DELRAY BEACH,FLORIDA,United States,33444,
3/12/2013 6:12:49,"both: rhymes with oath and there is no ""L"" sound","Seattle, WA",Washington,USA,98112,
3/27/2013 10:54:46,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,Minnesota,USA,55414,
4/17/2013 18:25:39,"both: rhymes with oath and there is no ""L"" sound",Malvern,Arkansas,USA,72104,
4/27/2013 14:42:28,"both: rhymes with oath and there is no ""L"" sound",London,London,UK,w30pz,
6/5/2013 19:56:02,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Spokane ,WA,USA,21015,
6/9/2013 22:35:16,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Cleveland,OH ,United States of America,44125,"I've consciously lost the ""L"" sound, but my neighbors still use it. I presume that we're probably a bunch of slovenly hillbillies."
6/15/2013 21:04:36,"both: rhymes with oath and there is no ""L"" sound","Bradenton, Florida",Florida,United States,32308,
6/18/2013 15:30:29,"both: rhymes with oath and there is no ""L"" sound",San Francisco,California,United States,94118,
6/28/2013 12:30:08,"both: rhymes with oath and there is no ""L"" sound",Seattle,WA,USA,98225,
7/16/2013 11:35:31,"both: rhymes with oath and there is no ""L"" sound",Pittsburgh,Western Pennsylvania,US,27713,"I'm probably not a good informant. I was born in Memphis, TN, went to HS and college in the Pittsburgh area, then spent 10 years in Europe, 10 years in Philly, and now live in North Carolina. Most of the time, I don't know where the pronunciation came from."
7/19/2013 18:30:00,"both: rhymes with oath and there is no ""L"" sound","Washington, DC",Virginia,USA,54914,
8/11/2013 18:30:01,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Buffalo,New York,United States,13865,
9/14/2013 8:23:37,"both: rhymes with oath and there is no ""L"" sound",West Lafayette,Indiana,United States,47905,
9/18/2013 16:52:43,"both: rhymes with oath and there is no ""L"" sound",newark,nj,usa,08822,
10/8/2013 17:12:45,"both: rhymes with oath and there is no ""L"" sound",Armidale,Rural area,Australia,2350,
10/19/2013 5:34:37,"both: rhymes with oath and there is no ""L"" sound",Plant city ,Florida,US,03458,
10/21/2013 9:26:46,"both: rhymes with oath and there is no ""L"" sound",Newark,New York,US,10003,
10/27/2013 6:13:53,"both: rhymes with oath and there is no ""L"" sound",Charlotte,North Carolina,USA,29301,"I've never heard anyone say ""bolth"" for ""both."" Interesting."
11/6/2013 21:31:02,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Illinois,USA,78209,
11/24/2013 19:13:42,"both: rhymes with oath and there is no ""L"" sound",Netanya,Israel,Israel,42445,
11/26/2013 15:05:02,"both: rhymes with oath and there is no ""L"" sound",brooklyn,Brooklyn NY,United States,07758,"There's debate on how ""both"" is pronounced?!?"
11/29/2013 21:54:45,"both: rhymes with oath and there is no ""L"" sound","Milwaukee, Wisconsin",Wisconsin,USA,(Then) 53227 (Now) 47403,"I would like to invite you to experience the street talk in Milwaukee, Wisconsin.  Populated originally by French speaking traders and local native Americans, Germans, Poles, Italians, Irish gave those of us growing up in the mid-20th century our vocabulary.  Today African Americans, Mexicans, other Spanish speakers, Vietnamese, Thai and even Hmong have an influence on the mix.   I am very thankful for the strong and varied vibrato of my own speech.  Ain so, ayna hey?"
12/8/2013 12:44:24,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Slidell,Louisiana,United states,94303,"Grew up in the south, but do not have a southern accent. Parents are from California- but they do not pronounce both with an ""L"", while my sister and I do."
12/14/2013 20:01:39,none of these,Sorong,Papua Barat,Indonesia,09541,
1/4/2014 17:53:13,"both: rhymes with oath and there is no ""L"" sound",Oklahoma City,Oklahoma,USA,73114,
1/25/2014 0:47:23,"both: rhymes with oath and there is no ""L"" sound",None,Cundinamarca,Colombia,00000,"I am bilingual. My father is from the U.S. He is from New Jersey. I was born, raised, and currently live in Bogotá D.C. "
2/17/2014 8:08:43,"both: rhymes with oath and there is no ""L"" sound",Chicago,Minnesota,USA,55904,
2/22/2014 18:56:17,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Malden,Massachusetts,USA,23116,
2/27/2014 10:23:57,"both: rhymes with oath and there is no ""L"" sound",New York,Bavaria,Germany,10407,"Lived in the U.S. for ten years, most of the time in New York."
3/15/2014 11:12:17,"both: rhymes with oath and there is no ""L"" sound",walnut creek,California,usa,94596,
3/18/2014 14:13:03,"both: rhymes with oath and there is no ""L"" sound",garfield,arkansas,usa,72732,
3/27/2014 0:26:57,"both: rhymes with oath and there is no ""L"" sound","Seattle,  Wa",Washington State,USA, 55109,
3/27/2014 18:14:45,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois ,USA ,27607,
4/18/2014 22:09:44,"both: rhymes with oath and there is no ""L"" sound","Tiffin,OH",Now-CA,USA,92675,"Have lived in, in order:   OH.   GA.   OH. MI.  LONDON, ENGLAND.   
MI.    KS/MO. (Across border from KS CITY, MO).   NO. CA.    CHICAGO, IL
AREA.    SO. CA. "
5/1/2014 16:22:39,"both: rhymes with oath and there is no ""L"" sound","San Jose, CA",California,United States,80202,
5/6/2014 13:56:05,"both: rhymes with oath and there is no ""L"" sound","Hopatcong, NJ, USA",NJ,USA,07843,
5/13/2014 16:53:06,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Cincinnati,OH - Ohio,United States,45102,I've always said it like this. I never noticed a difference until recently when someone pointed it out. 
5/27/2014 13:14:55,"both: rhymes with oath and there is no ""L"" sound",Darien,CT,USA,06820,
7/1/2014 16:09:47,"both: rhymes with oath and there is no ""L"" sound","Mansfield, LA",North Louisiana,USA,71052,no
7/2/2014 19:58:27,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",LaGrange,New York,United States,12590,
7/7/2014 10:17:22,"both: rhymes with oath and there is no ""L"" sound","London, England","London, England",England,NW2 3XJ,
7/7/2014 20:16:30,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Spokane,Pacific Northwest,United States,90210,
7/11/2014 13:42:40,"both: rhymes with oath and there is no ""L"" sound","St. Louis, MO",Missouri,U.S.A.,NOW 35806.,
8/14/2014 6:20:07,"both: rhymes with oath and there is no ""L"" sound",Indianapolis,Indiana,United States of America,02115,"I've never heard anybody pronounce ""both"" any other way than to rhyme with ""oath."""
8/16/2014 10:42:39,"both: rhymes with oath and there is no ""L"" sound",saint paul,minnesota,usa,55116,
9/9/2014 0:30:37,none of these,Paris,France,France,91470,
9/18/2014 13:21:25,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Illinois,USA,60047,
9/18/2014 16:19:34,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Kansas City,Midwest,United States,75034,"Raised by parents from Boston, and moved to the Midwest at the age of 5."
9/19/2014 17:21:58,"both: rhymes with oath and there is no ""L"" sound",New York (NJ suburbs),New Jersey,US,91711,"Are there really people who say ""bowlth""? Never heard that, and I've lived many places.
Is this survey still going on? Looks like it's been posted since 2010."
9/19/2014 18:49:37,"both: rhymes with oath and there is no ""L"" sound",Sioux City,Iowa,US,51106,
9/19/2014 18:52:03,"both: rhymes with oath and there is no ""L"" sound",Sioux City,Iowa,US,51106,
10/3/2014 18:25:03,"both: rhymes with oath and there is no ""L"" sound",edmonton,alberta,canada,T6A3S4,
10/10/2014 22:36:22,"both: rhymes with oath and there is no ""L"" sound",Kuala Lumpur,Selangor,Malaysia,68000,
11/6/2014 19:47:03,"both: rhymes with oath and there is no ""L"" sound",Raleigh,North Carolina,USA,28315,
12/2/2014 4:29:02,"both: rhymes with oath and there is no ""L"" sound",Pittsburgh,PA,Usa,22151,
12/9/2014 9:35:19,"both: rhymes with oath and there is no ""L"" sound","Birmingham, England",England,United Kingdom,94086,
12/9/2014 13:15:49,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,United States,60601,
12/12/2014 0:17:38,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Madison,Wisconsin,USA,85719,
12/27/2014 10:35:42,"both: rhymes with oath and there is no ""L"" sound",trenton nj,new jersey,united state,08534,
1/5/2015 12:48:03,"both: rhymes with oath and there is no ""L"" sound",Hannover,Lower Saxony,Germany,30179,
1/16/2015 13:52:43,"boaf: rhymes with ""oaf"" or ""loaf""",seattle,washington,usa,98103,
1/21/2015 9:01:08,"both: rhymes with oath and there is no ""L"" sound",London,England,UK,W13,
1/28/2015 12:34:58,"both: rhymes with oath and there is no ""L"" sound",Reading,PA,USA,19612,"Pronouncing it like it rhymes with ""oaf"" appears to be a lazy way of saying the word.  Pronouncing it with an ""L"" sound just seems ignorant to me. Thus, the reason we have something called a dictionary!!!"
2/4/2015 16:12:36,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Los Angeles,California,United States,92356,
2/19/2015 19:16:41,"both: rhymes with oath and there is no ""L"" sound",Marietta,Georgia,USA,30062,
3/2/2015 20:23:58,"both: rhymes with oath and there is no ""L"" sound",Baltimore ,Md,Usa,17402,
3/11/2015 18:58:14,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",New york city,New england ,Usa ,06877,
3/11/2015 21:14:48,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",New York City,New Jersey,United States,08837,
3/18/2015 14:04:04,"both: rhymes with oath and there is no ""L"" sound",Belfast,County Londonderry,Northern Ireland,BT51 3JX,
3/18/2015 18:40:24,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Saginaw,Michigan,United States,48604,
3/29/2015 15:23:58,"both: rhymes with oath and there is no ""L"" sound",Amarillo,Texas,United States,79110,
3/29/2015 15:24:13,"both: rhymes with oath and there is no ""L"" sound",Amarillo,Texas,United States,79110,
3/31/2015 21:42:12,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,M4J 1S1,
4/9/2015 14:18:12,"both: rhymes with oath and there is no ""L"" sound",Reading,south-east UK,UK,RG40,
6/7/2015 8:39:02,"both: rhymes with oath and there is no ""L"" sound",Annandale,Virginia,USA,22003,
6/8/2015 19:33:12,"both: rhymes with oath and there is no ""L"" sound",Long Island,New York,USA,20001,
6/11/2015 14:27:05,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Bozeman,montana,united states,59718,
6/18/2015 18:36:23,"both: rhymes with oath and there is no ""L"" sound",Winston-Salem,NC,United States,27107,
6/25/2015 8:46:18,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Flagstaff,Arizona,United States,86005,
7/15/2015 12:27:14,"both: rhymes with oath and there is no ""L"" sound",Cincinnati,West side of Cincinnati,US,45211,
7/23/2015 15:55:34,"both: rhymes with oath and there is no ""L"" sound",Kansas City,Kansas,United States,64116,
9/1/2015 4:25:52,"boaf: rhymes with ""oaf"" or ""loaf""",Bristol,Bristol,England,BS8,
9/5/2015 11:42:04,"both: rhymes with oath and there is no ""L"" sound",Waco,Texas,USA,75204,
9/5/2015 19:59:50,"both: rhymes with oath and there is no ""L"" sound",Waco,Texas,USA,75204,
9/5/2015 21:22:21,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Madison,Wi,Usa,53713,
9/15/2015 12:46:10,"both: rhymes with oath and there is no ""L"" sound",Boston,MA,USA,2111,
9/17/2015 10:31:47,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Eau Claire, Wi",Wisconsin,U.S.A.,54724,
9/23/2015 9:20:19,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Denver,Colorado,United States ,80241,
9/28/2015 6:22:35,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Hartford,Connecticut,United States,6078,
9/28/2015 9:12:40,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Phoenix,Arizona,United States,85006,
10/17/2015 16:17:30,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",South Bend,Indiana,United states,46637,
11/12/2015 13:11:28,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Arlington,Virginia,United States,22207,
11/30/2015 22:57:41,"both: rhymes with oath and there is no ""L"" sound","Washington, D.C. ",DC ,Usa,33702,Nope
12/13/2015 15:59:18,"both: rhymes with oath and there is no ""L"" sound",bikini bottom,the antlantic,Mars,69696,This questions are very intrusive and it's obvious that I didn't answer them correctly.
12/13/2015 22:00:51,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Los Angeles,California,United States,78701,
12/16/2015 5:23:37,"both: rhymes with oath and there is no ""L"" sound",San Diego,Southern California,U.S.A.,94044,
12/22/2015 14:52:01,"both: rhymes with oath and there is no ""L"" sound",cleveland,ohio,USA,44140,"Have managed to live 72 years without hearing an alternative pronunciation of ""both""......what a sheltered life !"
12/28/2015 6:01:49,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Denver,Colorado,USA,80033,
12/29/2015 12:17:47,"both: rhymes with oath and there is no ""L"" sound","Grants Pass, OR",Oregon,USA,97526,
1/2/2016 8:27:30,"both: rhymes with oath and there is no ""L"" sound",Evansville,IN,United States,46240,"Growing up I only ever heard one person use [bɔlθ]. She was my age and grew up in the same city, but used several other pronunciations she may have viewed as higher class, like [aw:ʌz] 'always' and [la:jə˞] 'lawyer' where [alweɪz] and [lɔjə˞] were more common. She considered her pronunciation of 'lawyer' more accurate and true to its spelling, which I found silly and hypocritical given her pronunciation of 'always' which decidedly does not follow the orthography. But English is silly and hypocritical anyway."
1/6/2016 5:34:02,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Northeast,USA / France,8083,
1/11/2016 19:38:45,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Buffalo,Western new york,America,14127,
1/15/2016 0:31:50,more than one way,Perth,Western Australia,Australia,2042,"like oath or like boaf, but no L.
Gave current post code, nt of where i'm ""from""
Also lived in Zimbabwe, Canada & eastern states of Australia."
1/15/2016 17:47:05,"both: rhymes with oath and there is no ""L"" sound",Dallas,Texas,Usa,8108,No
1/16/2016 6:45:00,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Pheonix ,Arizona ,U.S,15379,
1/21/2016 17:52:06,"both: rhymes with oath and there is no ""L"" sound",Scarsdale,New York,United States,10583,"I've never heard anyone pronounce  both with an ""l"" sound."
1/26/2016 10:32:10,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Ann Arbor,Michigan,South Korea,48197,I was born in Korea and lived there for 10+ years... I learned English from my American dad (from Michigan) and a teacher from New Zealand.
1/27/2016 0:01:17,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Stamford,Connecticut,USA,98107,
1/31/2016 14:17:50,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Cary,North Carolina,United States,27513,
2/8/2016 13:44:33,"both: rhymes with oath and there is no ""L"" sound","Portland, OR",Pacific Northwest,US,97213,
2/17/2016 12:21:52,"both: rhymes with oath and there is no ""L"" sound",frewsburg ,New york,United states,16156,
2/24/2016 8:44:49,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",New York,NY,United States,10013,
2/28/2016 9:25:41,"both: rhymes with oath and there is no ""L"" sound",Cranston,Rhode Island,United States,2920,
3/5/2016 22:53:42,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Salinas,California,USA,93906,
